timestamp,dx,dy,dz,droll,dpitch,dyaw
1.720639415143778563e+09,4.074799383842863421e+01,-3.724529834664273409e+01,1.426544434688805207e+00,1.451676783055179561e-03,2.245627936677063730e-02,1.701646650020676166e+00
1.720639415543653011e+09,4.069703811466900589e+01,-3.762893707826181355e+01,1.429883776979931964e+00,-4.760946426031417017e-03,1.201924400917953051e-02,1.730475609695977246e+00
1.720639415943681955e+09,4.063955748256129397e+01,-3.800331144748381007e+01,1.435188433095705651e+00,-8.953175372344569088e-03,1.347847417255354507e-02,1.758022079023977335e+00
1.720639416343819380e+09,4.057251443931309609e+01,-3.838247756779563247e+01,1.420767215037669562e+00,-5.639410373879360713e-03,-2.192331414140546997e-03,1.789686054551079541e+00
1.720639416743723154e+09,4.050291958242267043e+01,-3.874527192507625273e+01,1.439708606337449126e+00,-3.378130048616393485e-03,-6.373264451893456695e-03,1.816599359089468235e+00
1.720639417143877745e+09,4.039881912644849393e+01,-3.914106373782195902e+01,1.432911327349285502e+00,-2.653157013534987864e-04,-8.180744186049748734e-03,1.847494010572375167e+00
1.720639417543755293e+09,4.030889596829657506e+01,-3.948589724704996939e+01,1.434669342341840181e+00,-2.940040017855821003e-02,-1.734361335828804584e-02,1.866279387049162075e+00
1.720639417843624115e+09,4.020652115578072028e+01,-3.979063651549689951e+01,1.419214538788152069e+00,-4.628398969123305451e-02,-7.759849576121302661e-03,1.871895663025642031e+00
1.720639418243663549e+09,4.011812461462591273e+01,-4.014461106879831220e+01,1.421483808869425047e+00,-5.104443462538562487e-02,-1.313718766462823595e-02,1.881586337784608487e+00
1.720639418644024849e+09,4.000580328564772969e+01,-4.050725984785503186e+01,1.412762138912798893e+00,-4.447535729245174346e-02,-1.299741788246300267e-02,1.882580197664890598e+00
1.720639419043824434e+09,3.990421109115703047e+01,-4.083612301564239289e+01,1.411945394175528001e+00,-3.224144112405621931e-02,-1.284386319017638556e-02,1.887296148645101423e+00
1.720639419343843937e+09,3.979573911024288435e+01,-4.113333075354179869e+01,1.401553613968161915e+00,-2.316405908785509893e-02,-4.567227796334227818e-03,1.890048925778249345e+00
1.720639419743861675e+09,3.968472077435315981e+01,-4.149867098845849966e+01,1.395918045318088385e+00,-1.752169231796501733e-02,3.156364280554102564e-03,1.892028753373363514e+00
1.720639420143802881e+09,3.956534419380987089e+01,-4.187861844439944292e+01,1.391381503152869570e+00,-1.944462853481946502e-02,9.940590800170623353e-03,1.897766138688747661e+00
1.720639420543981552e+09,3.945178956238669343e+01,-4.220603466078262755e+01,1.396457708838896083e+00,-1.076594957105886374e-02,3.576314039736683270e-03,1.906710894743312679e+00
1.720639420943592310e+09,3.933939161471291612e+01,-4.255396248305802231e+01,1.394077557622708241e+00,-5.985110836832866106e-03,6.888935196003309613e-04,1.913091018336172011e+00
1.720639421343670130e+09,3.919891401031540568e+01,-4.293457694519197076e+01,1.387070785881515889e+00,-1.006856887065026886e-02,-3.747153822334814421e-03,1.917011565263411432e+00
1.720639421743982792e+09,3.908136428258261930e+01,-4.328770179351454317e+01,1.386509973189793854e+00,-2.085933446523771662e-02,-9.368901462005529979e-03,1.922751187779121018e+00
1.720639422143924236e+09,3.895359972895209211e+01,-4.365083696552640191e+01,1.385765946732376408e+00,-2.039069596123114017e-02,-2.207853328709541429e-03,1.922857502734540036e+00
1.720639422543600798e+09,3.881682250969974035e+01,-4.401574211304929918e+01,1.378982981075231873e+00,-3.012806799271909586e-02,1.862422869587154750e-03,1.925752696870550285e+00
